#chr	spos	epos	feature	size	color	ChrCopy
1	7245434	7369665	0	1	#0173b2	1
1	7372404	7478076	0	1	#0173b2	1
1	7478806	7531338	0	1	#0173b2	1
1	7531381	7611606	0	1	#0173b2	1
1	7612386	7718049	0	1	#0173b2	1
1	7718355	7832536	0	1	#0173b2	1
1	7833951	7945520	0	1	#0173b2	1
1	7946009	8100773	0	1	#0173b2	1
1	8103160	8267513	0	1	#0173b2	1
1	8268095	8382607	0	1	#0173b2	1
1	8382681	8554471	0	1	#0173b2	1
1	8555743	8871965	0	1	#0173b2	1
1	8876639	9015550	0	1	#0173b2	1
1	9015575	9092259	0	1	#0173b2	1
1	9094129	9205179	0	1	#0173b2	1
1	9205255	9324277	0	1	#0173b2	1
1	9324571	9382285	0	1	#0173b2	1
1	9382469	9480047	0	1	#0173b2	1
1	9480630	9586811	0	1	#0173b2	1
1	9587104	9746065	0	1	#0173b2	1
1	9746248	9921884	0	1	#0173b2	1
1	9922245	10193821	0	1	#0173b2	1
1	10195940	10420918	0	1	#0173b2	1
1	10420937	10579545	0	1	#0173b2	1
1	10581658	10724236	0	1	#0173b2	1
1	10725387	10825699	0	1	#0173b2	1
1	10826619	10913147	0	1	#cc78bc	1
1	10913457	11014118	0	1	#0173b2	1
1	11014687	11161685	0	1	#0173b2	1
1	11166073	11407540	0	1	#0173b2	1
1	11408187	11534053	0	1	#0173b2	1
1	11534542	11665575	0	1	#0173b2	1
1	11666315	11771988	0	1	#0173b2	1
1	11772229	11857925	0	1	#0173b2	1
1	11857951	11952406	0	1	#0173b2	1
1	11953506	12071540	0	1	#0173b2	1
1	12071853	12188614	0	1	#0173b2	1
1	12189489	12337667	0	1	#0173b2	1
1	12337936	12602979	0	1	#0173b2	1
1	12603808	12692448	0	1	#0173b2	1
1	12693125	12803530	0	1	#0173b2	1
1	12804582	13797425	0	1	#0173b2	1
1	13799457	13867621	0	1	#0173b2	1
1	13867796	13967844	0	1	#0173b2	1
1	13967978	14144694	0	1	#0173b2	1
1	14145177	14238113	0	1	#0173b2	1
1	14238499	14334340	0	1	#0173b2	1
1	14334638	14436711	0	1	#0173b2	1
1	14436913	14535622	0	1	#0173b2	1
1	14536470	14667884	0	1	#0173b2	1
1	14668269	14757948	0	1	#0173b2	1
1	14759947	14876125	0	1	#0173b2	1
1	14876595	15025583	0	1	#0173b2	1
1	15025974	15112321	0	1	#0173b2	1
1	15113132	15188019	0	1	#0173b2	1
1	15189088	15273501	0	1	#0173b2	1
1	15275004	15354141	0	1	#0173b2	1
1	15354399	15430895	0	1	#0173b2	1
1	15430933	15528075	0	1	#0173b2	1
1	15528334	15604302	0	1	#0173b2	1
1	15604436	15709794	0	1	#0173b2	1
1	15712661	15850483	0	1	#0173b2	1
1	15850603	16046324	0	1	#0173b2	1
1	16047193	16202204	0	1	#0173b2	1
1	16204747	16376278	0	1	#0173b2	1
1	16376831	16491406	0	1	#0173b2	1
1	16493225	16653299	0	1	#0173b2	1
1	16654994	16861557	0	1	#0173b2	1
1	16865902	17377890	0	1	#0173b2	1
1	17379029	17476090	0	1	#0173b2	1
1	17476187	17549820	0	1	#0173b2	1
1	17550121	17631118	0	1	#0173b2	1
1	17631236	17728119	0	1	#0173b2	1
1	17729027	17908177	0	1	#0173b2	1
1	17908650	18044666	0	1	#0173b2	1
1	18046287	18151141	0	1	#0173b2	1
1	18151847	18258305	0	1	#0173b2	1
1	18258879	18354020	0	1	#0173b2	1
1	18354289	18450275	0	1	#0173b2	1
1	18450321	18516703	0	1	#0173b2	1
1	18516989	18614845	0	1	#0173b2	1
1	18615066	18703328	0	1	#0173b2	1
1	18703672	18790599	0	1	#0173b2	1
1	18791128	18863502	0	1	#0173b2	1
1	18864374	18993461	0	1	#0173b2	1
1	18994150	19080307	0	1	#0173b2	1
1	19080506	19154065	0	1	#0173b2	1
1	19155291	19194504	0	1	#0173b2	1
1	19194971	19246539	0	1	#0173b2	1
1	19247509	19378508	0	1	#0173b2	1
1	19380992	19562468	0	1	#0173b2	1
1	19563613	19679934	0	1	#0173b2	1
1	19680044	19809002	0	1	#0173b2	1
1	19809066	19975210	0	1	#0173b2	1
1	19975330	20088161	0	1	#0173b2	1
1	20090156	20209469	0	1	#0173b2	1
1	20211233	20305887	0	1	#0173b2	1
1	20306279	20442311	0	1	#0173b2	1
1	20442462	20567409	0	1	#0173b2	1
1	20569145	20658089	0	1	#0173b2	1
1	20659146	20771286	0	1	#0173b2	1
1	20771712	20896600	0	1	#0173b2	1
1	20897226	20981908	0	1	#0173b2	1
1	20982151	21070238	0	1	#0173b2	1
1	21071359	21351885	0	1	#0173b2	1
1	21352024	21618715	0	1	#0173b2	1
1	21621396	21741857	0	1	#0173b2	1
1	21755345	21894948	0	1	#0173b2	1
1	21895865	21975923	0	1	#0173b2	1
1	21976945	22148716	0	1	#0173b2	1
1	22148817	22236012	0	1	#0173b2	1
1	22236409	22394625	0	1	#0173b2	1
1	22395251	22505609	0	1	#0173b2	1
1	22506253	22590331	0	1	#0173b2	1
1	22590487	22685251	0	1	#0173b2	1
1	22687651	22846709	0	1	#0173b2	1
1	22847552	22933355	0	1	#0173b2	1
1	22934644	23026293	0	1	#0173b2	1
1	23028591	23120406	0	1	#0173b2	1
1	23120440	23229640	0	1	#0173b2	1
1	23231220	23469101	0	1	#0173b2	1
1	23471096	23710475	0	1	#0173b2	1
1	23711376	23880978	0	1	#0173b2	1
1	23882532	24043445	0	1	#0173b2	1
1	24043985	24228443	0	1	#0173b2	1
1	24228863	24437587	0	1	#0173b2	1
1	24442907	24533911	0	1	#0173b2	1
1	24534466	24671418	0	1	#0173b2	1
1	24672493	24796838	0	1	#0173b2	1
1	24796872	24917361	0	1	#0173b2	1
1	24917456	25128031	0	1	#0173b2	1
1	25128740	25266721	0	1	#0173b2	1
1	25267104	25363523	0	1	#0173b2	1
1	25363656	25459385	0	1	#0173b2	1
1	25460648	25745128	0	1	#0173b2	1
1	25745305	25965920	0	1	#0173b2	1
1	25968690	26144252	0	1	#0173b2	1
1	26144674	26306701	0	1	#0173b2	1
1	26309451	26467994	0	1	#0173b2	1
1	26470021	26596709	0	1	#0173b2	1
1	26597673	26727205	0	1	#0173b2	1
1	26730172	26936774	0	1	#0173b2	1
1	26940681	27239920	0	1	#0173b2	1
1	27240854	27478525	0	1	#0173b2	1
1	27479630	27716697	0	1	#0173b2	1
1	27718072	27973274	0	1	#0173b2	1
1	27973748	28218100	0	1	#0173b2	1
1	28218409	28426820	0	1	#0173b2	1
1	28426871	28648758	0	1	#0173b2	1
1	28648893	28932016	0	1	#0173b2	1
1	28933723	29191617	0	1	#0173b2	1
1	29192722	29479133	0	1	#0173b2	1
1	29484946	29647223	0	1	#0173b2	1
1	29647493	29776249	0	1	#0173b2	1
1	29776275	29874218	0	1	#0173b2	1
1	29874354	30140395	0	1	#0173b2	1
1	30141525	30234031	0	1	#0173b2	1
1	30234753	30319498	0	1	#0173b2	1
1	30319889	30398797	0	1	#0173b2	1
1	30399109	30522384	0	1	#0173b2	1
1	30522708	30626710	0	1	#0173b2	1
1	30627619	30731688	0	1	#0173b2	1
1	30731997	30828350	0	1	#0173b2	1
1	30828841	30937552	0	1	#cc78bc	1
1	30938347	31029090	0	1	#cc78bc	1
1	31029713	31118383	0	1	#cc78bc	1
1	31118692	31208042	0	1	#0173b2	1
1	31208783	31306486	0	1	#cc78bc	1
1	31306541	31388559	0	1	#0173b2	1
1	31388564	31671059	0	1	#0173b2	1
1	31671844	31871407	0	1	#0173b2	1
1	31872581	32001500	0	1	#0173b2	1
1	32001505	32127319	0	1	#0173b2	1
1	32127953	32278800	0	1	#0173b2	1
1	32279629	32519729	0	1	#0173b2	1
1	32529065	32757253	0	1	#0173b2	1
1	32758308	33037819	0	1	#0173b2	1
1	33043475	33275981	0	1	#0173b2	1
1	33276464	33525665	0	1	#cc78bc	1
1	33528738	33736445	0	1	#0173b2	1
1	33737426	33913575	0	1	#cc78bc	1
1	33915751	34052305	0	1	#cc78bc	1
1	34052403	34190444	0	1	#cc78bc	1
1	34193735	34308985	0	1	#0173b2	1
1	34309035	34418942	0	1	#cc78bc	1
1	34419276	34502161	0	1	#0173b2	1
1	34502270	34631101	0	1	#0173b2	1
1	34631709	34736884	0	1	#0173b2	1
1	34737583	34872737	0	1	#0173b2	1
1	34873031	34948634	0	1	#0173b2	1
1	34949272	35092406	0	1	#cc78bc	1
1	35092426	35191379	0	1	#0173b2	1
1	35192356	35276390	0	1	#0173b2	1
1	35278962	35408342	0	1	#0173b2	1
1	35409736	35664336	0	1	#0173b2	1
1	35667662	35965475	0	1	#0173b2	1
1	35966914	36202585	0	1	#0173b2	1
1	36204682	36549157	0	1	#0173b2	1
1	36550658	36722309	0	1	#0173b2	1
1	36732210	36889005	0	1	#0173b2	1
1	36889197	37008001	0	1	#0173b2	1
1	37008097	37148286	0	1	#0173b2	1
1	37150884	37301788	0	1	#0173b2	1
1	37302038	37426393	0	1	#0173b2	1
1	37427336	37551870	0	1	#0173b2	1
1	37551969	37708339	0	1	#0173b2	1
1	37708832	37856460	0	1	#0173b2	1
1	37857462	37967774	0	1	#0173b2	1
1	37973832	38139870	0	1	#0173b2	1
1	38140509	38262512	0	1	#0173b2	1
1	38265622	38469500	0	1	#0173b2	1
1	38472100	38619141	0	1	#0173b2	1
1	38619543	38730271	0	1	#0173b2	1
1	38730541	38836259	0	1	#0173b2	1
1	38836519	38957463	0	1	#0173b2	1
1	38958224	39077644	0	1	#0173b2	1
1	39078669	39213862	0	1	#0173b2	1
1	39214152	39340558	0	1	#0173b2	1
1	39340607	39507093	0	1	#0173b2	1
1	39507161	39782993	0	1	#0173b2	1
1	39783025	39992537	0	1	#0173b2	1
1	39992808	40144097	0	1	#0173b2	1
1	40145297	40275549	0	1	#0173b2	1
1	40276348	40429148	0	1	#0173b2	1
1	40431601	40626918	0	1	#0173b2	1
1	40628071	40806871	0	1	#0173b2	1
1	40807033	40945022	0	1	#0173b2	1
1	40945337	41090352	0	1	#0173b2	1
1	41091127	41280967	0	1	#0173b2	1
1	41281059	41370066	0	1	#0173b2	1
1	41371192	41499982	0	1	#0173b2	1
1	41501058	41800596	0	1	#0173b2	1
1	41800966	41912660	0	1	#0173b2	1
1	41912985	42027561	0	1	#0173b2	1
1	42027795	42145995	0	1	#0173b2	1
1	42146140	42287341	0	1	#0173b2	1
1	42288566	42473257	0	1	#0173b2	1
1	42473397	42643535	0	1	#0173b2	1
1	42644069	42882116	0	1	#0173b2	1
1	42882296	43119661	0	1	#0173b2	1
1	43119855	43296118	0	1	#0173b2	1
1	43296130	43409364	0	1	#0173b2	1
1	43409420	43546392	0	1	#0173b2	1
1	43546870	43669850	0	1	#0173b2	1
1	43671182	43805737	0	1	#0173b2	1
1	43808289	44007158	0	1	#0173b2	1
1	44007648	44166175	0	1	#0173b2	1
1	44166924	44401384	0	1	#0173b2	1
1	44402565	44541586	0	1	#0173b2	1
1	44541961	44725883	0	1	#0173b2	1
1	44728001	44925508	0	1	#0173b2	1
1	44926227	45029145	0	1	#0173b2	1
1	45029939	45165907	0	1	#0173b2	1
1	45166383	45377283	0	1	#0173b2	1
1	45381694	45645069	0	1	#0173b2	1
1	45654541	45920406	0	1	#0173b2	1
1	45925218	46220903	0	1	#0173b2	1
1	46221440	46541679	0	1	#0173b2	1
1	46544768	46806480	0	1	#0173b2	1
1	46807597	46950708	0	1	#0173b2	1
1	46953362	47069487	0	1	#0173b2	1
1	47070666	47213629	0	1	#0173b2	1
1	47214474	47389700	0	1	#0173b2	1
1	47391632	47590964	0	1	#0173b2	1
1	47593580	47724166	0	1	#0173b2	1
1	47726087	47936696	0	1	#0173b2	1
1	47936770	48039325	0	1	#0173b2	1
1	48039376	48131369	0	1	#0173b2	1
1	48132895	48275077	0	1	#0173b2	1
1	48278015	48444912	0	1	#cc78bc	1
1	48445385	48549934	0	1	#cc78bc	1
1	48552261	48703166	0	1	#cc78bc	1
1	48705391	48965886	0	1	#0173b2	1
1	48966113	49067014	0	1	#cc78bc	1
1	49067179	49185833	0	1	#cc78bc	1
1	49187548	49394155	0	1	#cc78bc	1
1	49395184	49887243	0	1	#cc78bc	1
1	49890316	50456999	0	1	#cc78bc	1
1	50458423	50752355	0	1	#cc78bc	1
1	50752780	50954128	0	1	#cc78bc	1
1	50954996	51280288	0	1	#cc78bc	1
1	51284105	51617165	0	1	#cc78bc	1
1	51623806	51838677	0	1	#cc78bc	1
1	51846203	52123399	0	1	#cc78bc	1
1	52125421	52361743	0	1	#cc78bc	1
1	52363712	52624083	0	1	#cc78bc	1
1	52628054	52882466	0	1	#cc78bc	1
1	52882523	53114410	0	1	#cc78bc	1
1	53114736	53339245	0	1	#cc78bc	1
1	53340824	53516742	0	1	#cc78bc	1
1	53516931	53596870	0	1	#cc78bc	1
1	53597493	53708850	0	1	#cc78bc	1
1	53711919	53813961	0	1	#cc78bc	1
1	53813973	53951204	0	1	#cc78bc	1
1	53952141	54059857	0	1	#cc78bc	1
1	54060107	54195018	0	1	#cc78bc	1
1	54196443	54365094	0	1	#cc78bc	1
1	54366364	54543320	0	1	#cc78bc	1
1	54544639	54639630	0	1	#cc78bc	1
1	54640328	54753840	0	1	#cc78bc	1
1	54755091	54866831	0	1	#cc78bc	1
1	54867017	54983580	0	1	#cc78bc	1
1	54983688	55073396	0	1	#cc78bc	1
1	55074683	55167773	0	1	#cc78bc	1
1	55168084	55260106	0	1	#cc78bc	1
1	55260582	55340381	0	1	#cc78bc	1
1	55341194	55460736	0	1	#cc78bc	1
1	55461132	55529828	0	1	#cc78bc	1
1	55529871	55722635	0	1	#cc78bc	1
1	55723756	55818218	0	1	#cc78bc	1
1	55818788	55938887	0	1	#cc78bc	1
1	55939228	56040860	0	1	#cc78bc	1
1	56041961	56163458	0	1	#cc78bc	1
1	56166793	56348100	0	1	#cc78bc	1
1	56348326	56547251	0	1	#cc78bc	1
1	56548399	56753249	0	1	#cc78bc	1
1	56753273	56853020	0	1	#cc78bc	1
1	56854038	56956999	0	1	#cc78bc	1
1	56957799	57100774	0	1	#cc78bc	1
1	57101025	57236686	0	1	#cc78bc	1
1	57237586	57319283	0	1	#cc78bc	1
1	57319351	57428887	0	1	#cc78bc	1
1	57429172	57558426	0	1	#cc78bc	1
1	57558974	57648362	0	1	#cc78bc	1
1	57649626	57753451	0	1	#cc78bc	1
1	57756980	57881028	0	1	#cc78bc	1
1	57881447	57996397	0	1	#cc78bc	1
1	57996622	58152841	0	1	#cc78bc	1
1	58160124	58282044	0	1	#cc78bc	1
1	58282739	58398217	0	1	#cc78bc	1
1	58398753	58531118	0	1	#cc78bc	1
1	58531627	58697537	0	1	#cc78bc	1
1	58700416	58811791	0	1	#cc78bc	1
1	58817583	58905169	0	1	#cc78bc	1
1	58906730	59041220	0	1	#cc78bc	1
1	59041436	59175142	0	1	#cc78bc	1
1	59175979	59319915	0	1	#cc78bc	1
1	59320738	59465926	0	1	#cc78bc	1
1	59466129	59612335	0	1	#cc78bc	1
1	59612507	59755556	0	1	#cc78bc	1
1	59756222	59906317	0	1	#cc78bc	1
1	59906601	60065474	0	1	#cc78bc	1
1	60065520	60214250	0	1	#cc78bc	1
1	60215095	60378853	0	1	#cc78bc	1
1	60379079	60495294	0	1	#cc78bc	1
1	60495735	60679123	0	1	#cc78bc	1
1	60679150	60885164	0	1	#cc78bc	1
1	60885313	61088288	0	1	#cc78bc	1
1	61090200	61223973	0	1	#cc78bc	1
1	61224441	61362132	0	1	#cc78bc	1
1	61363707	61467028	0	1	#cc78bc	1
1	61467293	61645652	0	1	#cc78bc	1
1	61646425	61785051	0	1	#cc78bc	1
1	61785546	61887268	0	1	#cc78bc	1
1	61888615	62002914	0	1	#cc78bc	1
1	62003946	62112763	0	1	#cc78bc	1
1	62113102	62261168	0	1	#cc78bc	1
1	62261898	62383309	0	1	#0173b2	1
1	62386903	62545838	0	1	#0173b2	1
1	62546683	62673287	0	1	#cc78bc	1
1	62673817	62757670	0	1	#0173b2	1
1	62757965	62866854	0	1	#cc78bc	1
1	62867153	63135127	0	1	#cc78bc	1
1	63144255	63361221	0	1	#cc78bc	1
1	63361369	63466171	0	1	#cc78bc	1
1	63466289	63539607	0	1	#cc78bc	1
1	63540334	63619343	0	1	#0173b2	1
1	63619559	63773214	0	1	#0173b2	1
1	63773365	63922813	0	1	#0173b2	1
1	63930811	64121131	0	1	#0173b2	1
1	64121441	64223238	0	1	#0173b2	1
1	64231031	64397281	0	1	#0173b2	1
1	64404270	64569368	0	1	#0173b2	1
1	64572930	64709460	0	1	#d55e00	1
1	64709891	64868506	0	1	#cc78bc	1
1	64869116	65029076	0	1	#0173b2	1
1	65029171	65158724	0	1	#0173b2	1
1	65159138	65351068	0	1	#0173b2	1
1	65351896	65522639	0	1	#cc78bc	1
1	65522870	65638930	0	1	#0173b2	1
1	65639250	65708834	0	1	#cc78bc	1
1	65710726	65874037	0	1	#0173b2	1
1	65874790	66049128	0	1	#0173b2	1
1	66053148	66226632	0	1	#0173b2	1
1	66228479	66446787	0	1	#0173b2	1
1	66449056	66639040	0	1	#0173b2	1
1	66643562	66787087	0	1	#0173b2	1
1	66789141	66929080	0	1	#0173b2	1
1	66929805	67013600	0	1	#0173b2	1
1	67014683	67159241	0	1	#0173b2	1
1	67159658	67313249	0	1	#0173b2	1
1	67313343	67538853	0	1	#0173b2	1
1	67539356	67682421	0	1	#0173b2	1
1	67685116	67800712	0	1	#0173b2	1
1	67800953	67972372	0	1	#0173b2	1
1	67972435	68079175	0	1	#0173b2	1
1	68080192	68224044	0	1	#0173b2	1
1	68225176	68400546	0	1	#de8f05	1
1	68400570	68532611	0	1	#de8f05	1
1	68532959	68614122	0	1	#de8f05	1
1	68614320	68727247	0	1	#0173b2	1
1	68728518	68874543	0	1	#0173b2	1
1	68874607	69002581	0	1	#de8f05	1
1	69003064	69182219	0	1	#0173b2	1
1	69184038	69437133	0	1	#0173b2	1
1	69437856	69638963	0	1	#de8f05	1
1	69641912	69870103	0	1	#0173b2	1
1	69870805	69992537	0	1	#0173b2	1
1	69993512	70151123	0	1	#de8f05	1
1	70151526	70316901	0	1	#de8f05	1
1	70316902	70583508	0	1	#de8f05	1
1	70584460	70854882	0	1	#de8f05	1
1	70855979	70999039	0	1	#de8f05	1
1	71000405	71124867	0	1	#0173b2	1
1	71125096	71306749	0	1	#0173b2	1
1	71307355	71391694	0	1	#0173b2	1
1	71393317	71533203	0	1	#0173b2	1
1	71534142	71799403	0	1	#0173b2	1
1	71799613	72025792	0	1	#0173b2	1
1	72026184	72260962	0	1	#0173b2	1
1	72262796	72438654	0	1	#0173b2	1
1	72440878	72593459	0	1	#0173b2	1
1	72595125	72845176	0	1	#0173b2	1
1	72846190	73090527	0	1	#0173b2	1
1	73095630	73337418	0	1	#de8f05	1
1	73337687	73701723	0	1	#de8f05	1
1	73702710	74017178	0	1	#0173b2	1
1	74019620	74206065	0	1	#0173b2	1
1	74206662	74346776	0	1	#0173b2	1
1	74346951	74546717	0	1	#0173b2	1
1	74547515	74801033	0	1	#0173b2	1
1	74805366	74962437	0	1	#0173b2	1
1	74963779	75104547	0	1	#0173b2	1
1	75107673	75245072	0	1	#0173b2	1
1	75247617	75488437	0	1	#0173b2	1
1	75491039	75736091	0	1	#0173b2	1
1	75740332	75939662	0	1	#0173b2	1
1	75940353	76159245	0	1	#0173b2	1
1	76169775	76426076	0	1	#0173b2	1
1	76432008	76586272	0	1	#0173b2	1
1	76586876	76716561	0	1	#0173b2	1
1	76716685	76823958	0	1	#0173b2	1
1	76824240	76964693	0	1	#0173b2	1
1	76965618	77093530	0	1	#0173b2	1
1	77093556	77223778	0	1	#0173b2	1
1	77223874	77406271	0	1	#0173b2	1
1	77407143	77562806	0	1	#0173b2	1
1	77564719	77764111	0	1	#0173b2	1
1	77764512	77885282	0	1	#0173b2	1
1	77885315	78021350	0	1	#0173b2	1
1	78022217	78342566	0	1	#0173b2	1
1	78344186	78607374	0	1	#0173b2	1
1	78609311	78772046	0	1	#0173b2	1
1	78772809	78957550	0	1	#0173b2	1
1	78957859	79088594	0	1	#0173b2	1
1	79089600	79233198	0	1	#0173b2	1
1	79233493	79379776	0	1	#0173b2	1
1	79380466	79518810	0	1	#0173b2	1
1	79519427	79647360	0	1	#0173b2	1
1	79650659	79851608	0	1	#0173b2	1
1	79852423	80054305	0	1	#0173b2	1
1	80054490	80203708	0	1	#0173b2	1
1	80205459	80320666	0	1	#0173b2	1
1	80320703	80499563	0	1	#0173b2	1
1	80499755	80673570	0	1	#0173b2	1
1	80674222	80839485	0	1	#0173b2	1
1	80841004	80980792	0	1	#0173b2	1
1	80982632	81126992	0	1	#0173b2	1
1	81127174	81256513	0	1	#0173b2	1
1	81258943	81374980	0	1	#0173b2	1
1	81375041	81491004	0	1	#0173b2	1
1	81491983	81614826	0	1	#0173b2	1
1	81615013	81724111	0	1	#0173b2	1
1	81725122	81831533	0	1	#0173b2	1
1	81831933	81929838	0	1	#0173b2	1
1	81929844	82026353	0	1	#0173b2	1
1	82028246	82175982	0	1	#0173b2	1
1	82177712	82330750	0	1	#0173b2	1
1	82332056	82512718	0	1	#0173b2	1
1	82513017	82711547	0	1	#0173b2	1
1	82712113	82878311	0	1	#0173b2	1
1	82878515	83029025	0	1	#0173b2	1
1	83030504	83145908	0	1	#0173b2	1
1	83147308	83305072	0	1	#0173b2	1
1	83306575	83505777	0	1	#0173b2	1
1	83506106	83816052	0	1	#0173b2	1
1	83826710	84028851	0	1	#0173b2	1
1	84029153	84130384	0	1	#0173b2	1
1	84131462	84272649	0	1	#0173b2	1
1	84273341	84475401	0	1	#0173b2	1
1	84475548	84710471	0	1	#0173b2	1
1	84710772	84822398	0	1	#0173b2	1
1	84823804	84961488	0	1	#0173b2	1
1	84962401	85131405	0	1	#0173b2	1
1	85132961	85247668	0	1	#0173b2	1
1	85251176	85357141	0	1	#0173b2	1
1	85357347	85525748	0	1	#0173b2	1
1	85526530	85638040	0	1	#0173b2	1
1	85640794	85765798	0	1	#0173b2	1
1	85766230	85929214	0	1	#0173b2	1
1	85931843	86044651	0	1	#0173b2	1
1	86045104	86226027	0	1	#0173b2	1
1	86226352	86416343	0	1	#0173b2	1
1	86416725	86562012	0	1	#0173b2	1
1	86562513	86688478	0	1	#0173b2	1
1	86690465	86889966	0	1	#0173b2	1
1	86891005	86981778	0	1	#0173b2	1
1	86982476	87198257	0	1	#0173b2	1
1	87198774	87371456	0	1	#0173b2	1
1	87371762	87612070	0	1	#0173b2	1
1	87612396	87741582	0	1	#0173b2	1
1	87743047	87850703	0	1	#0173b2	1
1	87851091	88004034	0	1	#0173b2	1
1	88004269	88128191	0	1	#0173b2	1
1	88129038	88243865	0	1	#0173b2	1
1	88246560	88373874	0	1	#0173b2	1
1	88374974	88507692	0	1	#0173b2	1
1	88508392	88674107	0	1	#0173b2	1
1	88674545	88873002	0	1	#0173b2	1
1	88873128	89073474	0	1	#0173b2	1
1	89073900	89320695	0	1	#0173b2	1
1	89322809	89473453	0	1	#0173b2	1
1	89473522	89661228	0	1	#0173b2	1
1	89664534	89844752	0	1	#0173b2	1
1	89845126	90053245	0	1	#0173b2	1
1	90053449	90227070	0	1	#de8f05	1
1	90227649	90371776	0	1	#0173b2	1
1	90371913	90537581	0	1	#de8f05	1
1	90538025	90652231	0	1	#de8f05	1
1	90652235	90824652	0	1	#0173b2	1
1	90825103	91014198	0	1	#0173b2	1
1	91014350	91185832	0	1	#0173b2	1
1	91187806	91355041	0	1	#de8f05	1
1	91355678	91556690	0	1	#de8f05	1
1	91556959	91662262	0	1	#de8f05	1
1	91663490	91929570	0	1	#0173b2	1
1	91930483	92052804	0	1	#0173b2	1
1	92055866	92152320	0	1	#0173b2	1
1	92152470	92230770	0	1	#0173b2	1
1	92231325	92388776	0	1	#0173b2	1
1	92391478	92615311	0	1	#0173b2	1
1	92617512	92940850	0	1	#0173b2	1
1	92941012	93294792	0	1	#0173b2	1
1	93296800	93520658	0	1	#0173b2	1
1	93520749	93804952	0	1	#0173b2	1
1	93805264	94063299	0	1	#0173b2	1
1	94064177	94219686	0	1	#0173b2	1
1	94219943	94423453	0	1	#0173b2	1
1	94424425	94486406	0	1	#0173b2	1
1	94486587	94561272	0	1	#0173b2	1
1	94561489	94638711	0	1	#0173b2	1
1	94639337	94874521	0	1	#0173b2	1
1	94875127	95062959	0	1	#0173b2	1
1	95065633	95166754	0	1	#0173b2	1
1	95166832	95297231	0	1	#0173b2	1
1	95297374	95375103	0	1	#0173b2	1
1	95375395	95524503	0	1	#0173b2	1
1	95524551	95702947	0	1	#0173b2	1
1	95703444	95825933	0	1	#0173b2	1
1	95826439	96012978	0	1	#0173b2	1
1	96013073	96162207	0	1	#0173b2	1
1	96163965	96334478	0	1	#0173b2	1
1	96336336	96510531	0	1	#0173b2	1
1	96511272	96712860	0	1	#0173b2	1
1	96714358	96959195	0	1	#0173b2	1
1	96961107	97189091	0	1	#0173b2	1
1	97189723	97439333	0	1	#0173b2	1
1	97439491	97586883	0	1	#0173b2	1
