#chr	spos	epos	feature	size	color	ChrCopy
22	18224417	18238187	0	1	#029e73	1
22	18238242	18252273	0	1	#029e73	1
22	18252321	18266289	0	1	#029e73	1
22	18266305	18279606	0	1	#029e73	1
22	18279607	18292617	0	1	#029e73	1
22	18292618	18303689	0	1	#029e73	1
22	18303743	18316620	0	1	#029e73	1
22	18316621	18329840	0	1	#029e73	1
22	18329901	18344535	0	1	#029e73	1
22	18344576	18357789	0	1	#029e73	1
22	18357828	18371293	0	1	#029e73	1
22	18371294	18386997	0	1	#029e73	1
22	18387002	18400575	0	1	#029e73	1
22	18400603	18414869	0	1	#029e73	1
22	18414877	18429694	0	1	#029e73	1
22	18429703	18443318	0	1	#029e73	1
22	18443319	18455326	0	1	#029e73	1
22	18455381	18467898	0	1	#029e73	1
22	18467925	18481799	0	1	#029e73	1
22	18481800	18496800	0	1	#029e73	1
22	18496828	18512113	0	1	#029e73	1
22	18512126	18525678	0	1	#029e73	1
22	18525697	18538225	0	1	#029e73	1
22	18538255	18554140	0	1	#029e73	1
22	18554164	18571280	0	1	#029e73	1
22	18571305	18586870	0	1	#029e73	1
22	18586916	18602522	0	1	#029e73	1
22	18602551	18617956	0	1	#029e73	1
22	18617957	18631445	0	1	#029e73	1
22	18631460	18645606	0	1	#029e73	1
22	18645690	18667696	0	1	#029e73	1
22	18667721	18727412	0	1	#029e73	1
22	18727423	18790177	0	1	#029e73	1
22	18790228	18846097	0	1	#029e73	1
22	18846122	18878790	0	1	#029e73	1
22	18878847	18891168	0	1	#029e73	1
22	18891171	18903750	0	1	#029e73	1
22	18903761	18915291	0	1	#029e73	1
22	18915321	18935544	0	1	#029e73	1
22	18935553	18946709	0	1	#029e73	1
22	18946727	18960834	0	1	#029e73	1
22	18960849	18975671	0	1	#029e73	1
22	18975701	18990050	0	1	#029e73	1
22	18990056	19006510	0	1	#029e73	1
22	19006532	19021513	0	1	#029e73	1
22	19021591	19034641	0	1	#029e73	1
22	19034642	19050269	0	1	#029e73	1
22	19050270	19063617	0	1	#029e73	1
22	19063634	19079451	0	1	#029e73	1
22	19079475	19093298	0	1	#029e73	1
22	19093307	19110584	0	1	#029e73	1
22	19110592	19125414	0	1	#029e73	1
22	19125415	19139560	0	1	#029e73	1
22	19139563	19152479	0	1	#029e73	1
22	19152535	19167650	0	1	#029e73	1
22	19167730	19182046	0	1	#029e73	1
22	19182075	19197970	0	1	#029e73	1
22	19197975	19214796	0	1	#029e73	1
22	19214800	19230966	0	1	#029e73	1
22	19230969	19246881	0	1	#029e73	1
22	19246934	19264230	0	1	#029e73	1
22	19264231	19279685	0	1	#029e73	1
22	19279751	19298050	0	1	#029e73	1
22	19298071	19316150	0	1	#029e73	1
22	19316164	19335449	0	1	#029e73	1
22	19335478	19352039	0	1	#029e73	1
22	19352147	19372259	0	1	#029e73	1
22	19372302	19390416	0	1	#029e73	1
22	19390534	19408681	0	1	#029e73	1
22	19408721	19426426	0	1	#029e73	1
22	19426442	19446616	0	1	#029e73	1
22	19446678	19464606	0	1	#d55e00	1
22	19464677	19481358	0	1	#d55e00	1
22	19481362	19497936	0	1	#029e73	1
22	19497959	19514251	0	1	#d55e00	1
22	19514278	19530652	0	1	#d55e00	1
22	19530685	19544627	0	1	#d55e00	1
22	19544635	19561427	0	1	#d55e00	1
22	19561486	19576118	0	1	#d55e00	1
22	19576121	19590398	0	1	#d55e00	1
22	19590416	19603310	0	1	#d55e00	1
22	19603318	19617847	0	1	#d55e00	1
22	19617854	19632452	0	1	#d55e00	1
22	19632472	19647281	0	1	#d55e00	1
22	19647317	19662368	0	1	#d55e00	1
22	19662382	19677319	0	1	#d55e00	1
22	19677321	19691683	0	1	#d55e00	1
22	19691705	19706846	0	1	#d55e00	1
22	19706849	19722674	0	1	#d55e00	1
22	19722677	19735699	0	1	#d55e00	1
22	19735715	19751065	0	1	#d55e00	1
22	19751101	19764179	0	1	#d55e00	1
22	19764213	19779180	0	1	#d55e00	1
22	19779189	19794351	0	1	#d55e00	1
22	19794366	19809844	0	1	#d55e00	1
22	19809865	19828019	0	1	#d55e00	1
22	19828020	19844491	0	1	#d55e00	1
22	19844492	19860380	0	1	#d55e00	1
22	19860393	19872645	0	1	#d55e00	1
22	19872646	19887254	0	1	#d55e00	1
22	19887262	19901786	0	1	#d55e00	1
22	19901819	19913488	0	1	#d55e00	1
22	19913532	19928003	0	1	#d55e00	1
22	19928022	19941932	0	1	#d55e00	1
22	19941947	19957603	0	1	#d55e00	1
22	19957631	19968833	0	1	#d55e00	1
22	19968834	19983336	0	1	#d55e00	1
22	19983415	19998963	0	1	#d55e00	1
22	19998994	20014527	0	1	#d55e00	1
22	20014532	20028299	0	1	#d55e00	1
22	20028340	20044453	0	1	#d55e00	1
22	20044456	20060962	0	1	#d55e00	1
22	20061117	20079255	0	1	#d55e00	1
22	20079300	20096080	0	1	#d55e00	1
22	20096168	20109612	0	1	#d55e00	1
22	20109621	20125299	0	1	#d55e00	1
22	20125401	20139986	0	1	#d55e00	1
22	20140017	20155315	0	1	#d55e00	1
22	20155341	20168821	0	1	#d55e00	1
22	20168836	20182355	0	1	#d55e00	1
22	20182395	20195998	0	1	#d55e00	1
22	20195999	20210259	0	1	#d55e00	1
22	20210299	20223025	0	1	#d55e00	1
22	20223028	20238752	0	1	#d55e00	1
22	20238771	20254661	0	1	#d55e00	1
22	20254669	20268792	0	1	#d55e00	1
22	20268824	20282538	0	1	#d55e00	1
22	20282550	20298728	0	1	#d55e00	1
22	20298738	20320012	0	1	#d55e00	1
22	20320198	20380315	0	1	#d55e00	1
22	20380392	20458407	0	1	#d55e00	1
22	20458433	20627071	0	1	#d55e00	1
22	20627116	20707081	0	1	#d55e00	1
22	20707129	20713329	0	1	#d55e00	1
22	20713330	20729683	0	1	#d55e00	1
22	20729769	20747265	0	1	#d55e00	1
22	20747330	20763368	0	1	#d55e00	1
22	20763397	20777950	0	1	#d55e00	1
22	20777959	20794936	0	1	#d55e00	1
22	20794978	20811659	0	1	#d55e00	1
22	20811674	20829425	0	1	#d55e00	1
22	20829427	20846346	0	1	#d55e00	1
22	20846365	20863840	0	1	#d55e00	1
22	20863869	20880590	0	1	#d55e00	1
22	20880658	20896981	0	1	#d55e00	1
22	20897026	20913237	0	1	#d55e00	1
22	20913260	20927763	0	1	#d55e00	1
22	20927802	20941323	0	1	#d55e00	1
22	20941340	20952171	0	1	#d55e00	1
22	20952178	20962471	0	1	#d55e00	1
22	20962561	20975432	0	1	#029e73	1
22	20975494	20988494	0	1	#029e73	1
22	20988509	21002770	0	1	#029e73	1
22	21002822	21014018	0	1	#029e73	1
22	21014058	21026447	0	1	#029e73	1
22	21026471	21043190	0	1	#029e73	1
22	21043193	21055435	0	1	#029e73	1
22	21055567	21072277	0	1	#029e73	1
22	21072299	21086870	0	1	#029e73	1
22	21086925	21103185	0	1	#029e73	1
22	21103255	21118383	0	1	#029e73	1
22	21118409	21134023	0	1	#029e73	1
22	21134037	21150681	0	1	#029e73	1
22	21150686	21165965	0	1	#029e73	1
22	21166039	21181186	0	1	#029e73	1
22	21181201	21196390	0	1	#029e73	1
22	21196413	21213209	0	1	#029e73	1
22	21213217	21229751	0	1	#029e73	1
22	21229753	21245317	0	1	#029e73	1
22	21245319	21261281	0	1	#029e73	1
22	21261335	21278492	0	1	#029e73	1
22	21278580	21296954	0	1	#029e73	1
22	21297004	21312786	0	1	#029e73	1
22	21312787	21326464	0	1	#029e73	1
22	21326470	21339965	0	1	#029e73	1
22	21340025	21352695	0	1	#029e73	1
22	21352724	21365310	0	1	#029e73	1
22	21365315	21378562	0	1	#029e73	1
22	21378637	21394398	0	1	#029e73	1
22	21394444	21408487	0	1	#029e73	1
22	21408555	21421935	0	1	#029e73	1
22	21422012	21435787	0	1	#029e73	1
22	21435788	21450264	0	1	#029e73	1
22	21450367	21479214	0	1	#029e73	1
22	21479256	21564687	0	1	#029e73	1
22	21564918	21625437	0	1	#029e73	1
22	21625460	21717706	0	1	#029e73	1
22	21717758	21799131	0	1	#029e73	1
22	21799132	21814928	0	1	#029e73	1
22	21815078	21866537	0	1	#029e73	1
22	21866562	21922465	0	1	#029e73	1
22	21922605	21938597	0	1	#029e73	1
22	21938622	21954987	0	1	#029e73	1
22	21954988	21971916	0	1	#029e73	1
22	21971959	21988251	0	1	#029e73	1
22	21988280	22003050	0	1	#029e73	1
22	22003052	22020041	0	1	#029e73	1
22	22020069	22035384	0	1	#029e73	1
22	22035430	22047908	0	1	#029e73	1
22	22047957	22063662	0	1	#029e73	1
22	22063687	22077067	0	1	#029e73	1
22	22077079	22095453	0	1	#029e73	1
22	22095530	22110668	0	1	#029e73	1
22	22110705	22125174	0	1	#029e73	1
22	22125209	22138849	0	1	#029e73	1
22	22138933	22154336	0	1	#029e73	1
22	22154383	22169542	0	1	#029e73	1
22	22169577	22187784	0	1	#029e73	1
22	22187839	22203196	0	1	#029e73	1
22	22203209	22221589	0	1	#029e73	1
22	22221623	22239354	0	1	#029e73	1
22	22239364	22257096	0	1	#029e73	1
22	22257105	22273372	0	1	#029e73	1
22	22273416	22288995	0	1	#029e73	1
22	22289022	22304760	0	1	#029e73	1
22	22304773	22321541	0	1	#029e73	1
22	22321542	22337576	0	1	#029e73	1
22	22337601	22352781	0	1	#029e73	1
22	22352788	22368789	0	1	#029e73	1
22	22368797	22380739	0	1	#029e73	1
22	22380740	22391642	0	1	#029e73	1
22	22391670	22407577	0	1	#029e73	1
22	22407625	22422060	0	1	#029e73	1
22	22422104	22438170	0	1	#029e73	1
22	22438301	22452723	0	1	#029e73	1
22	22452725	22464580	0	1	#029e73	1
22	22464586	22477246	0	1	#029e73	1
22	22477267	22489955	0	1	#029e73	1
22	22489956	22504439	0	1	#029e73	1
22	22504468	22517007	0	1	#029e73	1
22	22517026	22531854	0	1	#029e73	1
22	22531991	22545989	0	1	#029e73	1
22	22546072	22556608	0	1	#029e73	1
22	22556662	22569437	0	1	#029e73	1
22	22569442	22584038	0	1	#029e73	1
22	22584040	22595808	0	1	#029e73	1
22	22595812	22610418	0	1	#029e73	1
22	22610420	22628023	0	1	#029e73	1
22	22628062	22647677	0	1	#029e73	1
22	22647679	22663668	0	1	#029e73	1
22	22663685	22677385	0	1	#029e73	1
22	22677386	22691397	0	1	#029e73	1
22	22691419	22707206	0	1	#029e73	1
22	22707208	22717616	0	1	#029e73	1
22	22717623	22729595	0	1	#029e73	1
22	22729601	22736430	0	1	#029e73	1
22	22736441	22749722	0	1	#029e73	1
22	22749767	22760945	0	1	#d55e00	1
22	22760991	22772706	0	1	#d55e00	1
22	22772844	22787297	0	1	#d55e00	1
22	22787309	22802529	0	1	#d55e00	1
22	22802530	22818139	0	1	#d55e00	1
22	22818144	22836805	0	1	#d55e00	1
22	22836814	22855401	0	1	#d55e00	1
22	22855540	22871328	0	1	#d55e00	1
22	22871384	22885581	0	1	#d55e00	1
22	22885627	22897793	0	1	#d55e00	1
22	22897806	22911411	0	1	#d55e00	1
22	22911549	22927234	0	1	#d55e00	1
22	22927284	22943519	0	1	#d55e00	1
22	22943520	22960650	0	1	#d55e00	1
22	22960731	22975743	0	1	#d55e00	1
22	22975755	22989622	0	1	#d55e00	1
22	22989680	23003293	0	1	#d55e00	1
22	23003330	23017315	0	1	#d55e00	1
22	23017322	23029464	0	1	#d55e00	1
22	23029465	23040304	0	1	#d55e00	1
22	23040317	23049634	0	1	#d55e00	1
22	23049637	23056394	0	1	#d55e00	1
22	23056408	23063558	0	1	#d55e00	1
22	23063560	23078179	0	1	#d55e00	1
22	23078182	23091269	0	1	#d55e00	1
22	23091282	23101701	0	1	#d55e00	1
22	23101703	23114729	0	1	#d55e00	1
22	23114733	23130161	0	1	#d55e00	1
22	23130163	23142116	0	1	#d55e00	1
22	23142123	23156217	0	1	#d55e00	1
22	23156232	23171224	0	1	#d55e00	1
22	23171245	23188215	0	1	#d55e00	1
22	23188247	23199297	0	1	#d55e00	1
22	23199304	23213970	0	1	#d55e00	1
22	23213972	23223505	0	1	#d55e00	1
22	23223506	23228196	0	1	#d55e00	1
22	23228197	23230988	0	1	#d55e00	1
22	23230989	23236023	0	1	#d55e00	1
22	23236025	23240316	0	1	#d55e00	1
22	23240334	23247525	0	1	#d55e00	1
22	23247528	23258726	0	1	#d55e00	1
22	23258735	23270966	0	1	#d55e00	1
22	23270989	23282512	0	1	#d55e00	1
22	23282527	23295829	0	1	#029e73	1
22	23295839	23313528	0	1	#029e73	1
22	23313542	23331370	0	1	#029e73	1
22	23331438	23350353	0	1	#029e73	1
22	23350405	23367007	0	1	#029e73	1
22	23367062	23384838	0	1	#029e73	1
22	23384867	23403192	0	1	#029e73	1
22	23403232	23420872	0	1	#029e73	1
22	23420913	23436424	0	1	#029e73	1
22	23436433	23453269	0	1	#029e73	1
22	23453273	23469518	0	1	#029e73	1
22	23469595	23487042	0	1	#029e73	1
22	23487048	23503158	0	1	#029e73	1
22	23503170	23517356	0	1	#029e73	1
22	23517387	23531913	0	1	#029e73	1
22	23531930	23545441	0	1	#029e73	1
22	23545486	23558560	0	1	#029e73	1
22	23558561	23573005	0	1	#029e73	1
22	23573026	23588190	0	1	#029e73	1
22	23588193	23601896	0	1	#029e73	1
22	23601960	23615758	0	1	#029e73	1
22	23615774	23629654	0	1	#029e73	1
22	23629660	23641881	0	1	#029e73	1
22	23641887	23656117	0	1	#029e73	1
22	23656118	23667313	0	1	#029e73	1
22	23667339	23683353	0	1	#029e73	1
22	23683379	23699833	0	1	#029e73	1
22	23699916	23714787	0	1	#029e73	1
22	23714788	23727598	0	1	#029e73	1
22	23727679	23738010	0	1	#029e73	1
22	23738053	23750616	0	1	#029e73	1
22	23750687	23763162	0	1	#029e73	1
22	23763165	23776087	0	1	#029e73	1
22	23776165	23789229	0	1	#029e73	1
22	23789232	23801509	0	1	#029e73	1
22	23801521	23814713	0	1	#029e73	1
22	23814725	23827027	0	1	#029e73	1
22	23827041	23841254	0	1	#029e73	1
22	23841255	23854282	0	1	#029e73	1
22	23854286	23864033	0	1	#029e73	1
22	23864051	23874757	0	1	#029e73	1
22	23874758	23887512	0	1	#029e73	1
22	23887514	23900435	0	1	#029e73	1
22	23900438	23915670	0	1	#029e73	1
22	23915672	23928231	0	1	#029e73	1
22	23928248	23940843	0	1	#029e73	1
22	23940883	23954031	0	1	#029e73	1
22	23954045	23967685	0	1	#029e73	1
22	23967686	23981028	0	1	#029e73	1
22	23981031	23993998	0	1	#029e73	1
22	23994026	24006933	0	1	#029e73	1
22	24006934	24022505	0	1	#029e73	1
22	24022544	24036524	0	1	#029e73	1
22	24036526	24050793	0	1	#029e73	1
22	24050796	24064165	0	1	#029e73	1
22	24064195	24079523	0	1	#029e73	1
22	24079529	24095436	0	1	#029e73	1
22	24095440	24110431	0	1	#029e73	1
22	24110599	24127388	0	1	#029e73	1
22	24127392	24142411	0	1	#029e73	1
22	24142445	24155276	0	1	#029e73	1
22	24155280	24167984	0	1	#029e73	1
22	24168000	24181578	0	1	#029e73	1
22	24181587	24198633	0	1	#029e73	1
22	24198658	24212403	0	1	#029e73	1
22	24212444	24226336	0	1	#029e73	1
22	24226377	24240364	0	1	#029e73	1
22	24240370	24254459	0	1	#029e73	1
22	24254460	24268756	0	1	#029e73	1
22	24268762	24283692	0	1	#029e73	1
22	24283701	24311275	0	1	#029e73	1
22	24311339	24335339	0	1	#029e73	1
22	24335363	24356541	0	1	#029e73	1
22	24356599	24385090	0	1	#029e73	1
22	24385105	24407522	0	1	#029e73	1
22	24407543	24426227	0	1	#029e73	1
22	24426232	24444564	0	1	#029e73	1
22	24444582	24461942	0	1	#029e73	1
22	24461944	24479371	0	1	#029e73	1
22	24479384	24498771	0	1	#029e73	1
22	24498787	24516305	0	1	#029e73	1
22	24516322	24536028	0	1	#029e73	1
22	24536041	24554740	0	1	#029e73	1
22	24554811	24570778	0	1	#029e73	1
22	24570812	24584366	0	1	#029e73	1
22	24584410	24602592	0	1	#029e73	1
22	24602603	24617243	0	1	#029e73	1
22	24617271	24630284	0	1	#029e73	1
22	24630290	24644133	0	1	#029e73	1
22	24644139	24658673	0	1	#029e73	1
22	24658676	24674651	0	1	#029e73	1
22	24674767	24691131	0	1	#029e73	1
22	24691135	24707318	0	1	#029e73	1
22	24707326	24723811	0	1	#029e73	1
22	24723832	24740712	0	1	#029e73	1
22	24740811	24755907	0	1	#029e73	1
22	24755936	24772276	0	1	#029e73	1
22	24772279	24789669	0	1	#029e73	1
22	24789721	24806635	0	1	#029e73	1
22	24806643	24818810	0	1	#029e73	1
22	24818811	24835349	0	1	#029e73	1
22	24835357	24853316	0	1	#029e73	1
22	24853329	24871557	0	1	#029e73	1
22	24871579	24889953	0	1	#029e73	1
22	24889978	24905688	0	1	#029e73	1
22	24905708	24921558	0	1	#029e73	1
22	24921573	24938506	0	1	#029e73	1
22	24938584	24955234	0	1	#029e73	1
22	24955279	24973368	0	1	#029e73	1
22	24973394	24988875	0	1	#029e73	1
22	24988920	25003760	0	1	#029e73	1
22	25003789	25020079	0	1	#029e73	1
22	25020102	25032166	0	1	#029e73	1
22	25032179	25048627	0	1	#029e73	1
22	25048636	25064657	0	1	#029e73	1
22	25064687	25078799	0	1	#029e73	1
22	25078879	25093665	0	1	#029e73	1
22	25093667	25107420	0	1	#029e73	1
22	25107421	25122550	0	1	#029e73	1
22	25122601	25139357	0	1	#029e73	1
22	25139358	25153810	0	1	#029e73	1
22	25153837	25167819	0	1	#029e73	1
22	25167833	25181202	0	1	#029e73	1
22	25181238	25196047	0	1	#029e73	1
22	25196071	25210326	0	1	#029e73	1
22	25210360	25223447	0	1	#029e73	1
22	25223477	25237096	0	1	#029e73	1
22	25237097	25251913	0	1	#029e73	1
22	25251919	25266276	0	1	#029e73	1
22	25266344	25281006	0	1	#029e73	1
22	25281021	25293556	0	1	#029e73	1
22	25293558	25308009	0	1	#029e73	1
22	25308032	25323529	0	1	#029e73	1
22	25323569	25339696	0	1	#029e73	1
22	25339698	25358060	0	1	#029e73	1
22	25358063	25373391	0	1	#029e73	1
22	25373398	25391174	0	1	#029e73	1
22	25391195	25407683	0	1	#029e73	1
22	25407684	25461183	0	1	#029e73	1
22	25461235	25476504	0	1	#029e73	1
22	25476552	25492526	0	1	#029e73	1
22	25492532	25507484	0	1	#029e73	1
22	25507489	25523511	0	1	#029e73	1
22	25523524	25539772	0	1	#029e73	1
22	25539773	25555283	0	1	#029e73	1
22	25555284	25572935	0	1	#029e73	1
22	25572982	25586968	0	1	#029e73	1
22	25586994	25600886	0	1	#029e73	1
22	25600893	25614450	0	1	#029e73	1
22	25614478	25628942	0	1	#029e73	1
22	25628944	25642263	0	1	#029e73	1
22	25642296	25656327	0	1	#029e73	1
22	25656331	25668837	0	1	#029e73	1
22	25668894	25680993	0	1	#029e73	1
22	25681015	25693026	0	1	#029e73	1
22	25693091	25706442	0	1	#029e73	1
22	25706454	25715630	0	1	#029e73	1
22	25715680	25727193	0	1	#029e73	1
22	25727199	25739410	0	1	#029e73	1
22	25739429	25750280	0	1	#029e73	1
22	25750281	25759581	0	1	#029e73	1
22	25759601	25771600	0	1	#029e73	1
22	25771660	25785470	0	1	#029e73	1
22	25785539	25798632	0	1	#029e73	1
22	25798690	25811913	0	1	#029e73	1
22	25811926	25824525	0	1	#029e73	1
22	25824529	25839471	0	1	#029e73	1
22	25839492	25854077	0	1	#029e73	1
22	25854094	25868457	0	1	#029e73	1
22	25868480	25884742	0	1	#029e73	1
22	25884744	25901466	0	1	#029e73	1
22	25901556	25915693	0	1	#029e73	1
22	25915701	25928447	0	1	#029e73	1
22	25928481	25943322	0	1	#029e73	1
22	25943362	25962102	0	1	#029e73	1
22	25962105	25978405	0	1	#029e73	1
22	25978442	25994409	0	1	#029e73	1
22	25994448	26012657	0	1	#029e73	1
22	26012666	26031417	0	1	#029e73	1
22	26031518	26050363	0	1	#029e73	1
22	26050454	26070840	0	1	#029e73	1
22	26070864	26087832	0	1	#029e73	1
22	26087948	26105727	0	1	#029e73	1
22	26105737	26122545	0	1	#029e73	1
22	26122573	26139265	0	1	#029e73	1
22	26139371	26154294	0	1	#d55e00	1
22	26154318	26168333	0	1	#029e73	1
22	26168357	26181935	0	1	#029e73	1
22	26181940	26195898	0	1	#029e73	1
22	26195933	26209254	0	1	#029e73	1
22	26209306	26223353	0	1	#029e73	1
22	26223385	26237955	0	1	#029e73	1
22	26237969	26253911	0	1	#029e73	1
22	26253912	26270030	0	1	#029e73	1
22	26270033	26284495	0	1	#029e73	1
22	26284526	26300390	0	1	#029e73	1
22	26300393	26316001	0	1	#029e73	1
22	26316006	26331039	0	1	#029e73	1
22	26331055	26345491	0	1	#029e73	1
22	26345497	26362805	0	1	#029e73	1
22	26362835	26381165	0	1	#029e73	1
22	26381179	26394969	0	1	#029e73	1
22	26394982	26411975	0	1	#029e73	1
22	26412011	26427018	0	1	#029e73	1
22	26427019	26442969	0	1	#029e73	1
22	26442971	26459935	0	1	#029e73	1
22	26459966	26477170	0	1	#029e73	1
22	26477237	26494893	0	1	#029e73	1
22	26494894	26510581	0	1	#029e73	1
22	26510582	26526716	0	1	#029e73	1
22	26526717	26543565	0	1	#029e73	1
22	26543578	26559701	0	1	#029e73	1
22	26559712	26580223	0	1	#029e73	1
22	26580238	26597689	0	1	#029e73	1
22	26597707	26615533	0	1	#029e73	1
22	26615559	26630383	0	1	#029e73	1
22	26630405	26644583	0	1	#029e73	1
22	26644603	26659761	0	1	#029e73	1
22	26659762	26675621	0	1	#029e73	1
22	26675644	26691628	0	1	#029e73	1
22	26691632	26706681	0	1	#029e73	1
22	26706696	26719932	0	1	#029e73	1
22	26719976	26734094	0	1	#029e73	1
22	26734141	26749476	0	1	#029e73	1
22	26749566	26765552	0	1	#029e73	1
22	26765553	26780288	0	1	#029e73	1
22	26780290	26793593	0	1	#029e73	1
22	26793613	26809856	0	1	#029e73	1
22	26809873	26828740	0	1	#029e73	1
22	26828748	26843827	0	1	#029e73	1
22	26843835	26861205	0	1	#029e73	1
22	26861207	26877422	0	1	#029e73	1
22	26877463	26893820	0	1	#029e73	1
22	26893831	26911199	0	1	#029e73	1
22	26911223	26927532	0	1	#029e73	1
22	26927675	26944358	0	1	#029e73	1
22	26944359	26957652	0	1	#029e73	1
22	26957722	26973403	0	1	#029e73	1
22	26973441	26989233	0	1	#029e73	1
22	26989235	27006003	0	1	#029e73	1
22	27006020	27023565	0	1	#029e73	1
22	27023608	27039489	0	1	#029e73	1
22	27039527	27056046	0	1	#029e73	1
22	27056062	27072583	0	1	#029e73	1
22	27072622	27088984	0	1	#029e73	1
22	27089061	27106517	0	1	#029e73	1
22	27106541	27119063	0	1	#029e73	1
22	27119091	27137338	0	1	#029e73	1
22	27137405	27155381	0	1	#029e73	1
22	27155408	27172916	0	1	#029e73	1
22	27172943	27188309	0	1	#029e73	1
22	27188322	27204148	0	1	#029e73	1
22	27204149	27220056	0	1	#029e73	1
22	27220062	27236001	0	1	#029e73	1
22	27236004	27250778	0	1	#029e73	1
22	27250786	27264880	0	1	#029e73	1
22	27264886	27280236	0	1	#029e73	1
22	27280270	27295110	0	1	#029e73	1
22	27295112	27308439	0	1	#029e73	1
22	27308492	27322437	0	1	#029e73	1
